category,location_name,post_name,requirement,responsibility,update_time
Technology,Shenzhen,35605-腾讯看点资深数据科学家--实验方向,"1、对实验设计有浓厚的兴趣，掌握常用的统计学方法、各类实验设计方法，熟悉常用的因果推断方法；
2、拥有统计学、数学、运筹学、经济学、计算机科学等学科的硕士或以上学历；
3、3年以上数据、数据分析、数据工程、实验和商业智能方面的应用经验；
4、有挖掘数据、产生数据驱动的洞察，并通过洞察影响业务决策的经验；
5、有使用SQL、R，Python，Java等分析大型数据和建模的经验；
6、有A/B实验系统实施及因果推断相关落地经验优先；
7、有大数据处理（Hive、Hadoop、Spark、Flink）经验优先；","1、利用海量结构/非结构化数据挖掘用户行为，通过数据科学的方法积极寻找提升用户体验的增长点；
2、与工程师及其他数据科学家一起设计构建创新的实验平台，以提升研发效能，推动数据驱动文化；
3、研究，测试并落地新的实验方法，部署统计、机器学习模型帮助决策，给出实验分析并给业务决策提供推荐方案；
4、能把复杂的概念及数据洞察通过清晰有效的方式在跨团队合作中沟通；","February 02,2021"
Technology,Guangzhou,WXG07-154 微信广研-测试开发工程师（广州）,"计算机相关专业本科以上学历，1年以上测试开发或开发经验； 
热爱软件测试，熟悉主流的自动化测试框架和方法，具备风险把控能力；  
熟练掌握操作系统原理、TCP/IP、HTTP协议、数据库等基础知识； 
具备扎实的程序设计基础和较强的工程能力，精通python、C/C++、java其中1~多门语言； 
具备良好的团队协作能力、问题分析、解决能力和执行力；有前端/后台测试单元测试、自动化测试和web前端技术经验者优先；","负责微盘，微文档，QQ邮箱等产品的测试工作，优化软件开发周期，推动内建的产品质量；
参与设计开发测试相关工具和平台，帮助团队提升测试效率和质量；
负责测试方法和工具创新等。","February 02,2021"
Technology,Shenzhen,31504-数据挖掘工程师,"1. 本科以上学历，计算机、统计学等相关专业；2年以上工作经验；
2. 具有良好的数据敏感度和丰富的数据挖掘项目经验；
3. 熟悉Linux；熟练掌握Python或Java等编程语言；
4. 熟悉常见的NLP、机器学习、深度学习算法；
5. 熟悉TensorFlow等机器学习/深度学习开源框架；
6. 有用户画像和推荐系统相关工作经验者优先；
7. 优秀的分析和解决问题的能力，富有好奇心，对挑战性问题充满激情；具有良好的学习能力、沟通能力、团队合作意识；","1. 负责腾讯云售后服务工单数据内容理解工作，包括不限于分类、意图识别、语义匹配等
2. 负责从数据中深入统计分析，挖掘用户行为，挖掘用户属性，构建用户画像；
3. 负责应用数据挖掘，机器学习方法建立数据模型用以不断应对产品需求变化引入的实际问题；","February 02,2021"
Technology,Shenzhen,37873-腾讯即玩云游戏测试工程师（深圳),"本科及以上学历，计算机或相关专业2年以上测试经验；
熟悉常见测试理论，对研发流程有较深入了解；
责任心强，具备良好的沟通与推进能力；
有较好的学习能力，喜欢探索与研究问题本质；
熟悉Python或其他自动化脚本语言；
热爱游戏，熟悉公司游戏的常见玩法；
有Android或iOS跨平台相关测试经验及自动化测试经验优先；
有服务器性能、稳定性、安全性相关专项测试优先；
有云游戏相关测试经验优先。","负责即玩云游戏相关的终端与H5业务测试；
承担一定的外包管理；
承担部分专项测试工具的开发。","February 02,2021"
Technology,Beijing,CSIG16-地图数据平台开发工程师(情报方向),"1 计算机或者gis相关专业毕业，熟悉常见的数据结构和算法设计，至少会c/c++、python其中一种编程语言
2 优秀的工程能力 对网络编程、数据库编程、数据库存储优化、操作系统、常见的开源组件redis、es、mysql有较多的经验积累和理解
3 参与过大型业务系统的设计开发 具备较强的业务分析能力、业务抽强和学习能力，能够应用新技术、提出新想法解决业务问题 
4 有以下条件优先：具备地图数据方向的相关后台研发经验优；有数据分析经验者优先","1 参与地图数据全业务子系统的系统建设、架构设计、功能开发和优化等工作
2 负责地图数据业务后台的系统架构设计和模块开发，为地图数据业务开发高性能、低延迟的数据存储、访问系统和数据流系统
3 负责地图道路数据和道路情报数据的挖掘体系和平台建设
","February 02,2021"
Technology,Beijing,CSIG16-后台开发高级工程师（架构方向）（北京）,"具备多年的工程和架构开发经验， 自主设计开发过较大规模的网络服务或复杂的业务系统（要求c++或python），对数据库的存储优化、业务模型抽象有较多经验；
对操作系统、网络编程、数据库、常见的分布式系统有较深的技术理解和经验积累；
对Mysql、Kafka、Redis，Hadoop，Spark等分布式存储、队列、计算、集群管理中的一项或多项有深入的理解和实战经验；
具备较强的业务现状和问题综合理解和分析能力， 能够基于工程、架构、机器学习（optional）等视角和技术去解决问题、优化效果；
具备地图业务数据方向的相关工作经验优先。
","负责地图数据后台的整体功能开发和规划；
参与系统的需求分析、架构设计、核心框架及组件的编码等开发工作；
参与相关系统的运营和维护，保证系统稳定可靠运行；
参与数据库的性能优化和稳定性建设。
","February 02,2021"
Technology,Beijing,CSIG16-POI平台后台开发工程师,"本科及以上学历，计算机相关专业，3年以上Linux后台服务器开发经验；
熟悉python/node.js等开发语言，逻辑清晰，具备良好的分析解决问题能力；
对后台开发有浓厚的激情，具备后台Server架构设计、开发以及性能调优能力，熟悉MYSQL/NoSQL的开发；
责任心强，良好的对外沟通和团队协作及自我管理能力；
有LBS类平台开发经验者优先。","负责POI数据生产管理平台的后台设计、存储优化等相关工作；
对平台使用中的问题跟进，疑难问题攻关及优化","February 02,2021"
Product,Beijing,36811-腾讯新闻策略产品经理,"1.具备三年以上内容推荐策略相关工作经验； 
2.对数据敏感，有较强的数据分析能力，熟悉SQL、Python等数据处理技能者优先 
3.本科及以上学历，计算机、数学相关专业，熟悉机器学习、数据挖掘、常用推荐算法 
4.沟通协作好，并有强烈的责任心和推动力； 
5.有视频推荐类的产品经验者优先。","1. 深入理解推荐机制，有数据分析基础，能够利用数据辅助决策，有效设计并推动策略实验落地和效果验证
2. 基于内容侧、用户侧的精细化洞察，能够联动内容生产、策略分发、功能体验全链条优化，提高内容推荐效果和用户消费数据指标
3.  建立推荐效果指标评估体系，对线上推荐效果进行全面监控和评估","February 02,2021"
Technology,Beijing,CSIG16-激光点云算法工程师,"-计算机、电子、应用数学等相关专业的硕士或以上学历，博士加分；
-熟悉激光点云物体检测；
-熟悉和掌握C++、python、脚本语言编程能力；
-熟悉OpenCV、PCL等开源库，熟悉tensorflow、pytorch等常用深度学习框架；
-拥有较强的自我驱动力和学习能力，逻辑思维能力优秀；
-在计算机视觉或机器人相关领域会议或期刊等发表论文者优先；
-具有良好的英文读写能力，具有良好的沟通能力，良好的团队合作精神，良好的科研精神；
-在激光点云检测、分割、特征提取等领域有研究经验，并在CVPR、ICCV、ECCV等会议发表过高水平论文者加分。","-负责研发高速以及城市场景激光点云深度学习检测以及分割模型；
-负责模型集群上线模型改造；
-负责激光点云方向的创新和前沿研究。
","February 02,2021"
Technology,Beijing,CSIG16-边缘计算算法工程师 ,"1. 计算机/通信/自动化等相关专业，3年以上核心领域工作经验;
2. 熟悉端侧数据采集、处理、模型训练和推理、应用整体流程，具有模型结构设计，训练 调优和压缩优化经验;
3. 熟悉机器学习与深度学习相关算法与原理及网络结构，至少掌握 Caffe/Tensorflow/Torch/Mxnet/Keras 等至少一种主流框架，有实践经验优先;
4. 具有良好的工程能力，熟练掌握 C/C++，以及Java/Python/shell/等至少 1种编程语言，熟悉 linux 常用操作、算法与数据结构，内存管理，进程管理机制等;
5.能快速学习新知识，对算法研发和优化富有热情，具有强烈的进取心，良好的问题分析 解决能力、学习能力和沟通能力，较好的团队合作精神，优秀的问题分析与解决能力。","1. 负责移动端深度学习模型设计、训练、压缩和调优，有效利用移动端的 CPU 和 GPU 资源， 工程实现移动端 AI 和机器学习能力;
2. 具备独立封装、开发并完成移动端算法推理的SDK能力者优先;
3. 开发和优化移动端 inference 框架，对相关模型进行加速、压缩，支持在业务系统上的应用，具有终端AI算法加速优化经验优先;","February 02,2021"
