category,location_name,post_name,requirement,responsibility,update_time
Technology,Beijing,CSIG07-云平台安全工程师（北京）,"本科及以上学历，3年以上云平台开发经验；
深入理解linux系统，熟悉linux开发，熟悉kvm等虚拟化技术；
精通c++、python开发；
有安全平台开发运营经验,如IPS/NGFW/SIEM优先；","负责公有云和专有云场景下的边界安全产品研发；
参与建设云平台的流量安全解决方案；","February 19,2021"
Technology,Beijing,29912-数据挖掘算法工程师（北京）,"1. 有优秀的逻辑思维能力和数据分析能力，善于分析和解决问题，良好的团队合作意识和沟通能力
2. 熟悉机器学习、深度学习常见算法理论，在相关领域有2年以上实际算法应用调优经验
3. 熟悉至少一种开发语(C++/Python/Scala等)，有扎实的编程基础、良好的代码风格
4. 熟练使用一种或几种深度学习框架（如tensorflow、caffe、mxnet、pytorch等），熟悉spark、hadoop等分布式计算编程框架
5. 加分项： 1). 有用户留存优化相关经验 2). 有实际推荐系统线上代码开发相关经验。",基于全PCG丰富的应用场景和海量的数据，通过优化PCG微视相关的推荐算法和推荐策略，优化用户体验、提升用户留存。包括特征设计和挖掘、推荐召回算法、点击率预估模型、排序机制以及相关数据挖掘和机器学习工作等。,"February 19,2021"
Technology,Shenzhen,PCG04-看点直播高级测试开发工程师（深圳）,"1、本科及以上学历，计算机相关专业，2年及以上开发或者测试工作经验；
2、熟悉OC/Java/Go/C++/Python中至少一门语言；
3、熟悉Android/iOS系统，具备自动化测试、性能专项测试、白盒测试等经验；
4、学习能力强，良好沟通交流能力，强烈的责任心和团队合作精神，较强的抗压力。
5、有DevOps、音视频类产品开发或测试经验者优先。","1、负责NOW直播和腾讯直播中台业务的质量保障工作； 
2、负责业务前后台自动化（如接口自动化，分层自动化）建设工作；
3、负责业务测试过程中devops工具链的建设。
","February 20,2021"
Technology,Guangzhou,WXG08-微信搜索算法研发工程师（北京/广州/深圳）,"1. 计算机、机器学习和数学等相关专业，硕士及以上学历，两年以上互联网工作经验； 
2. 熟练掌握C/C++、python、Java等编程语言与工具（一项或多项）；熟悉Linux/Unix平台上的开发环境； 
3. 熟悉聚类、分类、回归、图模型等机器学习算法及原理； 
4. 对自然语言处理有系统性的学习，且具备一定的实战经验，熟悉常见的NLP task； 
5. 有大规模数据挖掘、机器学习或自然语言处理相关工作经验者优先； 
6. 有搜索、推荐或广告系统相关算法工作经验者优先； 
7. 有知识图谱、意图识别等研发经验者优先；
8. 对深度学习的原理和其在自然语言处理领域的应用有深入的掌握； 
9. 性格开朗和谐， 能够融入团队，与团队其他成员形成互信互助的合作关系 。",参与搜一搜服务搜索、账号搜索、搜索增长等项目的算法研发。,"February 20,2021"
Technology,Beijing,23486-后台开发高级工程师（北京）,"熟悉掌握C++/GO一种或多种开发语言，熟悉shell命令，熟悉PYTHON和PHP尤佳；
包括2年以上Unix/linux下Server开发经验，熟悉Unix/Linux下常用架构和服务设计方法，有高并发系统设计经验优先；
熟练使用 Mysql、Redis等数据库，具有MySQL索引优化、查询优化和存储优化方面的经验；
熟练使用Linux操作系统，了解常用的算法，数据结构，掌握面向对象编程；
代码风格良好，熟悉常见的设计模式，具备中型系统的规划设计能力，具备运维问题的分析定位能力
工作积极主动，有责任心，严谨细致，有激情，有一定的测试意识，有一定的项目管理意识；","负责开发证券后台服务及相关系统，跟进后台服务研发监控等工作。
参与相关产品需求讨论、架构设计、财经后台现有系统的架构优化，升级；","February 20,2021"
Technology,Shenzhen,TEG09-边缘计算高级研发工程师（深圳）,"5年以上云计算领域经历，熟悉云原生技术，深度参与过相关开源平台研发运营，如k8s, openstack等；
熟悉Linux内核，包括虚拟化或容器技术，TCP/IP网络通信及文件系统等，有丰富的问题定位及性能调优实践经验；熟悉SDN/dpdk/vxlan等优先。
精通Go或C++等一种编译型语言，并至少精通一种脚本语言，如Python等；
热爱技术，有快速学习能力，自我驱动，有团队协作能力；
在开源社区具备行业影响力优先，比如k8s, openstack, kvm, kata, docker, gvsior，rust-vmm，istio, serverless等；
有边缘计算从业经验者优先；
","负责边缘计算场景虚拟主机/VPC/云原生系统及优化，在质量、成本、可持续发展上打造有行业竞争力的平台；          
分析边缘计算业务场景需求，设计整体技术方案；
攻关边缘计算关键技术，以行业领先为目标持续优化；
把握行业趋势，推动新技术的落地及演进；
","February 20,2021"
Technology,Shenzhen,TEG09-AI异构计算工程师,"熟悉C++/Python，有异构计算开发经验，熟悉深度学习原理和算法优先；
熟悉深度学习算法，对主流深度学习框架有一定的应用或开发经验，了解主流深度学习模型（CNN, RNN, Transformer等）；
熟悉Linux内核驱动开发，有驱动开发经验者优先。","为异构计算（CPU,GPU,FPGA,ASIC）构建极速的软硬件接口，并高效驱动软硬件协同研发流程；
针对特定的计算平台（CPU/GPU/ASIC/FPGA）进行高性能计算加速，编译优化，和工程化；
构建多模式硬件模拟器等模拟工具，为硬件设计前期验证、软硬件并行开发和高效联调构筑坚实的基础；
利用工程技术（代码工程质量，分布式计算）优化硬件综合仿真开发流程。","February 20,2021"
Technology,Shenzhen,TEG09-高级存储平台运维工程师（深圳）," 1、本科及以上学历，计算机或相关专业，3年以上Linux运维工作经验
 2、深入理解Linux操作系统、存储设备、文件系统原理，熟悉Linux内核，对内核、网络、存储、文件系统、内存等模块之一有过相关优化实践
 3、熟悉分布式系统理论和业界开源分布式存储系统，例如NAS/HDFS/Ceph等，有大规模分布式存储系统维护经验者优先
 4、熟练掌握Shell/Python/Golang 等一种或多种语言开发和常用开发框架，能够进行运维相关工具开发，有平台开发能力或SRE岗位经验者优先
 5、有良好的数据化运营意识，能够对运营数据进行分析和挖掘，驱动解决产品质量和效率问题
 6、高度的责任心、良好的沟通技巧和团队合作精神，喜欢有挑战的工作
 7、具备较强的抗压能力，有良好的服务意识"," 1、负责文件存储/块存储等海量分布式存储类产品的发布变更、故障处理等日常运维工作，保障系统7*24小时稳定运行
 2、深入理解产品的架构，发现并解决故障隐患及性能瓶颈，负责应急预案、业务容灾和故障恢复策略方案的制定与实施，推动混沌工程落地
 3、作为SRE负责存储产品的自动化运维体系构建，开发运维工具和平台，推动Devops的落地和实践，提高产品整体运维效率","February 20,2021"
Technology,Beijing,29912-增长高级算法工程师,"1. 3年以上用户增长、广告或推荐算法相关经验；计算机或相关专业本科以上学历，博士优先
2. 熟悉常用的机器学习算法，对深度学习模型有深刻理解，并有相关实践经验优先
3. 较好的数理基础，包括优化理论、随机过程等；较强的逻辑思维能力；良好的数据意识，能结合产品通过数据分析发现有价值信息
4. 较好的工程开发能力，精通C/C++、python、scala等至少一门编程语言；熟悉Tensorflow、Caffe等至少一种深度学习框架
5. 有国际顶级会议论文者优先，包括但不限于NIPS、ICML、ACL、CVPR、KDD等；有国内外机器学习竞赛top3经历者优先
6. 有强化学习经验者优先；有大数据处理经验者优先
7. 良好的团队合作精神，对技术有激情，对用户增长感兴趣","我们致力于机器学习、自然语言处理等人工智能技术的研究和应用于用户增长，如果你对传统机器学习、深度学习、强化学习、自然语言处理等有深刻理解和实践经验，欢迎加入我们！

工作内容包括但不限于：

1. 机器学习算法模型的研发和应用于用户增长，包括但不限于传统机器学习、深度学习、多任务学习、强化学习、推荐及广告等的算法模型研发和应用
2. 机器学习、自然语言理解等人工智能前沿技术的研究，结合实际业务场景，进行模型设计和优化，在用户增长业务中实际落地
3. 负责分布式机器学习算法模型研发，负责机器学习算法模型业务落地的工程架构设计和研发
4. 分析业务数据，提供可靠的大数据分析建模方案助力产品用户增长，包括离线大数据处理，在线流式计算等，提升产品体验和业务指标","February 20,2021"
Technology,Shenzhen,TEG09-CDN平台高级运维工程师（深圳）,"本科及以上学历，计算机及相关专业，3年以上Linux运维工作经验；
 熟悉Linux操作系统及基于Linux的常见应用，精通Linux文件系统、网络、性能调优者优先；
熟悉TCP/IP协议、HTTP(S)协议、DNS协议，熟悉TCP传输加速者优先；
有CDN平台架构设计、运维经验或大规模基础服务平台架构设计、运维经验，深入理解CDN原理者优先；
 熟悉至少一门脚本语言（shell/python/go均可），有运维系统开发经验者优先；
做事沉稳细致，抗压能力强，学习能力强，有很强的上进心；","负责腾讯CDN业务网络运维、服务器设备运维；
负责腾讯CDN平台容量管理、调度优化、监控体系建设、问题排查；
负责腾讯CDN平台架构设计与优化；
负责腾讯CDN业务质量体系建设，提供极致的CDN用户体验；
负责腾讯CDN业务连续性建设，确保CDN业务在日常运营、大规模突发、抗攻击等场景下的稳定运营；
负责腾讯CDN运维体系研发，完善CDN运维体系；","February 20,2021"
Technology,Guangzhou,WXG02-116 微信后台测试开发工程师（广州） ,"本科（含）以上学历，成绩优秀； 
至少精通以下一种语言: C/C++, golang,Java 或 Python； 
扎实的计算机专业知识，出色的编程能力，以及系统设计能力；
 对Internet/web相关知识有深入了解，如，Http，Html等； 
对测试方法，常用技术，以及web应用有深入且广泛的了解； 
具有Unix/Linux相关经验尤佳； 
具有服务端测试相关经验尤佳； 
具有前端开发相关经验尤佳。","负责大规模软件项目（比如微信搜索推荐业务）后台质量保证； 
设计具有高度扩展性、可靠性强、与高性能的测试框架，根据业务特点开发匹配测试工具； 
优化软件开发周期，提高产品质量，推动内建的产品质量； 
测试方法/工具的创新","February 20,2021"
Technology,Beijing,29912-增长后台开发工程师（北京）,"1. 计算机相关专业本科以上学历，三年以上开发工作经验； 
2. 精通C/C++/Golang，熟悉Linux/Unix平台开发，至少熟悉一种脚本语言（php/python等）；
3. 精通TCP/IP与HTTP等网络协议相关知识，精通网络编程和多线程/多进程开发；
4. 熟悉Mysql数据库开发，熟悉NoSQL，如memcache/redis；
5. 具有海量数据处理，大规模分布式系统设计和开发经验者优先；
6. 具有推荐系统、搜索引擎、广告系统开发经验者优先；
7. 良好的团队合作能力，善于沟通。","负责增长算法工程相关开发，具体包括架构调度设计、配置管理、实验分析系统建设等； 
对推荐相关系统有良好的架构及设计能力。","February 20,2021"
Technology,Shenzhen,29912-增长高级算法工程师,"1. 3年以上用户增长、广告或推荐算法相关经验；计算机或相关专业本科以上学历，博士优先
2. 熟悉常用的机器学习算法，对深度学习模型有深刻理解，并有相关实践经验优先
3. 较好的数理基础，包括优化理论、随机过程等；较强的逻辑思维能力；良好的数据意识，能结合产品通过数据分析发现有价值信息
4. 较好的工程开发能力，精通C/C++、python、scala等至少一门编程语言；熟悉Tensorflow、Caffe等至少一种深度学习框架
5. 有国际顶级会议论文者优先，包括但不限于NIPS、ICML、ACL、CVPR、KDD等；有国内外机器学习竞赛top3经历者优先
6. 有强化学习经验者优先；有大数据处理经验者优先
7. 良好的团队合作精神，对技术有激情，对用户增长感兴趣","我们致力于机器学习、自然语言处理等人工智能技术的研究和应用于用户增长，如果你对传统机器学习、深度学习、强化学习、自然语言处理等有深刻理解和实践经验，欢迎加入我们！

工作内容包括但不限于：

1. 机器学习算法模型的研发和应用于用户增长，包括但不限于传统机器学习、深度学习、多任务学习、强化学习、推荐及广告等的算法模型研发和应用
2. 机器学习、自然语言理解等人工智能前沿技术的研究，结合实际业务场景，进行模型设计和优化，在用户增长业务中实际落地
3. 负责分布式机器学习算法模型研发，负责机器学习算法模型业务落地的工程架构设计和研发
4. 分析业务数据，提供可靠的大数据分析建模方案助力产品用户增长，包括离线大数据处理，在线流式计算等，提升产品体验和业务指标","February 20,2021"
Technology,Shenzhen,18428-金融科技财付通高级DBA（深圳）,"本科以上学历，计算机软件或相关专业优先
5年以上DBA相关工作经验；
有非常扎实的数据库基础；精通MySQL数据库配置、备份、优化、监控
精通大规模linux环境下数据库运营和维护；
熟悉python,有项目开发经验；
有分布式数据库维护经验优先，如HBase、MongoDB。","负责微信支付后台、手Q支付以及理财通等互联网金融业务;
维护数据库的日常运维、数据安全、性能优化、故障处理及前沿技术研究；
负责分布式事务核心模块的运营工作；
打造业界领先的金融级数据库自动化运维平台。","February 19,2021"
Technology,Beijing,CSIG16-计算机视觉高级算法工程师,"计算机、自动化、数学等相关专业,硕士及以上学历; 精通数学建模,扎实的模式识别、计算机视觉、图像处理理论基础,掌握领域内常用算法,如视频图像中特征提取、目标检测、跟踪、分类、文字识别算法; 熟悉深度学习CNN,RNN相关理论; 精通一个以上相关开发工具(caffe,tensorflow,torch)的使用,并深刻了解内部机制; 精通cuda、opencl等并行加速方法,熟悉hadoop框架; 精通C/C++,熟悉python等一种脚本语言,熟悉linux下开发。在以下领域有实际项目经验者优先：
1、熟悉深度学习模型优化和加速算法；
2、熟悉深度学习嵌入式移植和优化；
3、熟悉基于深度学习的文字识别算法；
有在计算机视觉(CVPR,ICCV,ECCV)等相关会议发表论文者优先;",负责视觉算法的研发，包括但不限于：图像内容识别、物体检测和跟踪、图像语义分割、文字识别等； 模型加速及标准化；与平台开发人员对接，实现算法植入；移动端算法设计、移植及优化。,"February 19,2021"
Technology,Shenzhen,TEG03-高级SRE工程师,"1、有大型系统的运维经验，3年以上相关工作经验；

2、精通Linux系统、Shell/Python/Go等编程语言、网络TCP/IP协议等，动手能力强；

3、较强的分析和解决问题的能力，强烈责任感、 缜密的逻辑思维能力；

4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；

5、热爱编程，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术。

1、有大型系统的运维管理经验，3年以上相关工作经验；

2、精通Linux系统、Shell/Python/Go等编程语言、网络TCP/IP协议等，动手能力强；

3、较强的分析和解决问题的能力，强烈责任感、 缜密的逻辑思维能力；

4、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；

5、热爱编程，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新技术。

加分项：

1、熟悉计算广告、推荐系统；

2、开发运维过大规模分布式系统。
","1、负责腾讯广告/推荐/算法平台的稳定性保障、容灾方案设计和实施；

2、负责相关系统的资源管理与规划，提升资源效率；

3、参与运维支撑平台建设，开发工具，提升运营效率；

4、对线上事故进行快速响应并建立机制、平台提升处理效率；

5、推动提升服务的可靠性、可扩展性以及性能优化，保障系统SLA。","February 19,2021"
Technology,Beijing,33672-央视频融媒体基础服务开发工程师,"计算机或相关专业本科及以上学历，三年以上相关工作经验；
熟悉Go协程、channel和锁，对高并发编程有一定的经验，了解C++或python以及其常用的库；
熟悉网络编程，TCP/IP协议以及http协议；
熟悉常用的数据结构与算法；
熟悉MySQL以及SQL语言；
熟悉linux开发环境，熟练掌握Go语言，基础扎实，有完整go项目经验优先；
具有三年以上互联网业务开发经验或大容量网络服务相关经验者优先；
熟悉开源微服务框架grpc/tars/service mesh等优先；
有较强的逻辑思维能力，思想上开放，主动积极有责任感，能够承担工作压力；
熟悉无线互联网服务及应用开发者优先。","负责腾讯平台高性能高可用基础框架和组件的开发与维护；
负责运营平台的底层架构和建设开发，保障平台可用性；
负责融媒体运营方案设计与研发工作。","February 19,2021"
Technology,Shenzhen,18432-web前端开发工程师,"5年以上前端开发工作经验；
精通javascript、HTML5、CSS3等开发语言，并具备丰富的相关开发经验；
具备丰富移动端web开发或小程序开发的实际经验和案例，有Nodejs开发经验更佳；
熟悉各种网络协议原理及相关知识，对web性能优化、常见漏洞有深入的理解，并能够在工作中取得有成效的问题定位和解决过程实践；
具备丰富的前端行业知识，了解各相关领域的前沿信息，了解最新前端技术的设计和实现原理，并能灵活在工作中进行应用；
有良好的团队合作能力，善于沟通，主动性强，执行能力强，具备良好的问题定位分析能力；
有python、Shell等其他语言开发经验更佳。","负责移动侧的web前端开发工作； 
负责对web页面进行性能优化以及特性开发，通过技术提升用户体验和可用性。","February 19,2021"
Technology,Shenzhen,TEG03-高级运维开发工程师,"1、2年以上相关研发工作经验，本科及以上学历；

2、精通Python/Java一种以上开发语言，熟悉Django/Flask、SpringCloud和前端Vue/React框架；

3、熟练使用 Linux 系统常用命令，掌握Shell/Python脚本编写；

4、有运维相关流程、工具建设的能力，具备识别共性/重复性问题并转化为开发需求，实现通用性的运维平台或服务的能力；

5、具备快速学习掌握新知识的能力，良好的交付意识和沟通技巧。

加分项：

1、有全栈开发、DevOps等相关领域的知识和经验
","1、负责设计、开发运维平台，解决运营过程中质量和效率问题；

2、负责梳理现有服务流程、规范和存在的问题，并给出可行方案；

3、负责前后端运营效率工具开发，包括但不限于：容量管理平台、DevOps、覆盖率、自动化、健康度等。","February 19,2021"
Technology,Shenzhen,TEG11-NLP/CV高级研究员(游戏AI方向）,"1. 熟悉常见的NLP、计算机视觉、机器学习、深度学习等相关算法
2. 有较强的编程能力，熟练掌握C/C++，Python，Java等至少一门语言；熟悉Tensorflow、Caffe、pytorch等任一种深度学习框架
3. 有多轮对话生成、动画生成、3D重建、人脸表情生成、图像生成等相关应用经验优先
4. 优秀的逻辑思维能力，善于分析和解决问题；良好的沟通表达能力与团队协作能力","1、 负责计算机视觉/图形学/NLP相关核心技术在游戏相关领域的算法与产品化等研究工作，包括但不限于如下方向：文本生成、多轮对话生成、目标检测/追踪，图像/动画生成，人脸表情生成、三维重建，渲染等。
2、负责跟踪业界前沿技术进展，并且能够快速应用到业务中；","February 19,2021"
Technology,Shenzhen,TEG11-游戏AI组长（深圳）,"1. 熟悉常见的NLP、计算机视觉、机器学习、深度学习等相关算法（以上任意方向皆可）
2. 有较强的编程能力，熟练掌握C/C++，Python，Java等至少一门语言；熟悉Tensorflow、Caffe、pytorch等任一种深度学习框架
3. 有多轮对话生成、动画生成、3D重建、人脸表情生成、图像生成等相关应用经验优先
4. 优秀的逻辑思维能力，善于分析和解决问题；良好的沟通表达能力与团队协作能力","1、 带领团队负责计算机视觉/图形学/NLP相关核心技术在游戏相关领域的算法与产品化等研究落地工作，包括但不限于如下方向：文本生成、多轮对话生成、目标检测/追踪，图像/动画生成，人脸表情生成、三维重建，渲染等。
","February 19,2021"
Design & Art,Shanghai,40163-《王者荣耀》资深3D动画绑定师（上海）,"3-5年以上电影/游戏行业绑定师工作经验;
熟悉模型拓扑知识、解剖知识、生物骨骼肌肉结构及运动规律、运动变形规律;
精通脸部表情绑定设置,制作blendshape能力;
熟练使用MAYA、Zbrush、Python、Mel等专业软件;
了解人物动作的节奏和动力学原理等动画原则;
热爱动画，想象力丰富;
具有团队精神和良好的沟通能力，能够独立思考处理一般性问题，抗压能力强;","负责和指导电影级的生物绑定，能根据项目特点创造准确易控制的绑定系统; 
具备良好的绑定能力，使用Maya MelPython辅助绑定工作并提升绑定和动画工作效率;
根据需求制作高精度脸部绑定系统;
对绑定疑难问题进行分析并与程序配合解决;","February 19,2021"
Technology,Shenzhen,TEG15-金融级分布式数据库高级测试工程师(北京/深圳)（深圳）,"计算机相关专业本科以上学历，三年以上软件测试经验，较丰富的服务端项目测试经验，对分布式集群架构有深入理解，能深入掌控需求，根据项目特点制定有效测试方案；有相关数据库测试经验优先；
深入理解Linux服务器，对MySQL/PostgreSQL/Oracle等任一数据库有深入理解，熟练掌握C/C++、shell或python等编码语言进行自动化工具及自动化测试开发；
擅长后台自动化测试、性能测试，有较深刻的理解；对在线测试、对比测试、Devops等实践有较好的认识和掌握；
具备良好的沟通协调和团队协作能力，有强烈的责任心和积极主动的工作态度，独当一面完成项目测试工作。","负责金融级数据库TDSQL的测试质量把控工作，从TDSQL数据库架构和应用场景进行测试策略、方法的规划及实施；支持行业客户测试需求的落地实施，为项目的客户版本交付质量负责；
参与分布式集群架构的自动化测试、性能测试、线上引流等测试能力，打造行业领先的分布式数据库测试技术；
培养年轻数据库测试工程师，达成人员成长的目标。","February 20,2021"
Technology,Shenzhen,TEG15-金融级分布式数据库高级测试工程师(北京/深圳)（北京）,"计算机相关专业本科以上学历，三年以上软件测试经验，较丰富的服务端项目测试经验，对分布式集群架构有深入理解，能深入掌控需求，根据项目特点制定有效测试方案；有相关数据库测试经验优先；
深入理解Linux服务器，对MySQL/PostgreSQL/Oracle等任一数据库有深入理解，熟练掌握C/C++、shell或python等编码语言进行自动化工具及自动化测试开发；
擅长后台自动化测试、性能测试，有较深刻的理解；对在线测试、对比测试、Devops等实践有较好的认识和掌握；
具备良好的沟通协调和团队协作能力，有强烈的责任心和积极主动的工作态度，独当一面完成项目测试工作。","负责金融级数据库TDSQL的测试质量把控工作，从TDSQL数据库架构和应用场景进行测试策略、方法的规划及实施；支持行业客户测试需求的落地实施，为项目的客户版本交付质量负责；
参与分布式集群架构的自动化测试、性能测试、线上引流等测试能力，打造行业领先的分布式数据库测试技术；
培养年轻数据库测试工程师，达成人员成长的目标。","February 20,2021"
Product,Shenzhen,22989-高级数据产品经理,"1、良好的数据分析能力，熟悉主流数据提取与分析工具，例如 SQL/ python/excel /tableau/SPSS等;
2、良好的数据平台和数据产品规划与设计能力；
3、认同底层数据治理的价值，有底层数据治理经验或者主数据域建设相关经验者优先；
4、具有良好的协同及推动能力，能够组织跨团队协作，推动项目落地；
5、有很强的产品owner意识，具有较强的工作责任心，良好的沟通和协调能力，严谨、细致、踏实的工作作风和积极主动的工作态度；
6、本科及以上学历，数学、统计、计算机及相关专业优先；","1、负责腾讯云主数据域建设，包括主数据标准、主数据打通、主数据质量等工作；
2、负责腾讯云主数据域涉及的各业务系统的数据质量评估，协同相关方定位数据异常原因，推动业务方解决主数据质量问题；
3、负责腾讯云数据中台的数据产品规划、产品设计，并跟进开发、测试、验收的全流程； 
4、 根据目标和业务特点，提供各类数据支持，深入思考，总结思路，沉淀为数据分析模板和报告，为业务提供决策依据。
","February 19,2021"
Technology,Shenzhen,30620-腾讯广告微信广告高级算法工程师（深圳）,"本科及以上学历，硕士、博士优先，2年以上相关工作经验； 
具备扎实的数据结构和算法功底，编码强悍； 
熟悉 Linux 开发环境，精通 C/C++，熟悉 Python、Java 更好； 
有自然语言处理、机器学习知识背景，有实践经验更佳； 
有深度学习、搜索引擎、推荐系统相关技术经验者优先； 
有海量数据处理和并行计算开发经验者优先，如 Hadoop、Storm、Spark等； 
优秀的分析问题、解决问题能力和团队合作意识。","针对特定的广告行业需求，基于大规模用户数据，对用户兴趣、偏好进行数据挖掘和分析； 
通过数据分析追踪广告投放效果，推动特定广告行业的效果优化；
分析用户社交行为，对社交广告的传播算法做出优化。","February 20,2021"
Technology,Shenzhen,18427-数据开发高级工程师,"1）必须熟练使用SQL,Python(或其他脚本语言)；
2）1-3年以上数据分析或挖掘等数据相关工作经验;
3）了解常见的统计分析方法和数据挖掘算法;
4）会使用Spark，flink，storm等分析软件或框架；
5)  拥有数仓建模、ETL数据抽取、报表开发、任务调度等经验者优先； 
6)  要求具备较强的学习能力及业务理解能力，有优秀的沟通协调能力及团队合作精神，善于思考、总结并具备分享精神；
7） 拥有腾讯云tbds使用经验者优先。","1、围绕财富管理平台业务目标和业务特点，深入理解业务目标，负责数据仓库中主题分析与优化，如指标设计、报表设计等，落地并维护优化；
2、负责财富管理平台基础数据研发能力建设，针对不同的数据应用场景，参与数据设计与数据开发落地；
3、使用统计学分析方法、挖掘算法，构建数据分析模型，从数据角度潜在的问题，对业务发展提供可能的策略支持和建议；
","February 20,2021"
Technology,Shenzhen,TEG15-腾讯计费后台系统测试工程师(深圳),"计算机相关专业本科以上学历，三年以上软件测试经验，精通软件测试理论和方法； 
较丰富的项目测试经验，能够参与项目的架构设计评估，对需求的理解深入，并根据项目特点制定测试方案； 
熟练掌握Linux、MySQL/Oracle等数据库，有熟练的C/C++、shell或python的工具或自动化测试开发经验；
熟悉自动化测试、性能测试，参与过后台系统的自动化和性能测试，并对自动化和性能测试有较深刻的理解； 
具备良好的沟通协调和团队协作能力，有强烈的责任心和积极主动的工作态度，独当一面完成项目测试工作； 
有大型服务端架构测试经验或相关计费/支付系统测试经验者优先。","参与覆盖全球支付渠道的平台能力建设，牵头负责整个渠道系统的测试质量把控工作； 
从计费全流程角度，规划设计测试策略、方法，助力项目达成质量目标； 
规划设计渠道测试能力、工具平台建设，牵头开展自动化测试、性能测试及安全专项等测试工作，为团队探索和引进行业相关测试技术和理念,帮助团队在质量和效率上的提升； 
培养年轻测试工程师，达成人员成长的目标。

关于我们：
我们是腾讯TEG计费平台部。部门主要是负责腾讯所有产品的购买行为的结算平台，提供基础技术支撑以及智慧营销、智能风控等能力，包括QQ、微信、腾讯视频、腾讯云、游戏等，海量数据全部导入和在此平台进行聚合支付。部门目前主要产品包括米大师，腾讯支付和自研分布式数据库TDSQL等多模块，涉及跨境支付、智慧零售、智慧校园、ToB企业服务等场景。","February 20,2021"
Technology,Shenzhen,TEG15-研效系统开发工程师(深圳),"熟悉Linux系统、常用Linux命令，熟练掌握Java/Go/Python/cpp 一种或多种语言；
熟悉Java相关开源框架，Spring、netty等；
熟悉Mysql或至少一种关系型数据库，具有一定SQL书写功底、优化经验；
熟悉batch/实时计算领域包括hadoop、spark、flink等分布式框架；
具备海量数据高并发处理平台研发经验，Elasticsearch & Lucene 运维& 定制化&调优经验者优先；
熟悉skywalking开源框架优先，有日志相关领域研发经验者优先；","负责腾讯海量实时日志服务平台基础架构，系统设计与开发；
海量数据存储、搜索、计算等技术研发；
数据海量服务器采集、上报管控平台等技术研发；
海量数据分析、可视化等平台的技术研发；

","February 20,2021"
Technology,Shenzhen,30628-腾讯广告创意优选策略算法工程师（深圳）,"硕士及以上学历，计算机专业，机器学习和图像处理相关的专业优先。了解Linux/Unix操作系统，熟悉Scala, C/C++,JAVA, Python等编程语言。对搜索/推荐等互联网产品有一定的了解。熟练掌握SQL或其他数据库语言，对于大数据相关组件有一定的了解，如Hive、Hadoop、Storm、Spark等。有较强的学习能力，良好的沟通和协作能力。责任心好、团队合作意识强、有较强的逻辑思维能力和表达能力。富有好奇心，对挑战性问题充满激情。熟悉机器学习，搜索、推荐或广告系统相关算法工作经验者优先。","负责广告创意（包含图片、视频、文案、落地页等元素）的离线和线上优选的研发工作。利用机器学习、NLP、Computer Vision的方法，对图片、视频、文本等数据进行深度理解，开发广告创意推荐和优选，以及排序模型。同时，需参与广告定向召回、粗排、精排的全链路的工程开发。此外，需利用科学的方法保障所负责业务的稳定，及时处理数据流的故障，推动业务部门相关环节的改进和优化，沉淀相应的工具来提高研发效率。
","February 20,2021"
Technology,Shanghai,38663-3D计算机视觉研究员,"1. 计算机/电子信息/数学相关专业，硕士及以上学历
2. 优秀的分析问题和解决问题的能力，对新技术充满好奇心，爱挑战高难度，善于提出解决方案并快速验证；
3. 熟悉Caffe/ MXNet /Pytorch/TensorFlow等计算机视觉框架的其中一种开源深度学习框架；
4. coding能力强。熟悉linux，熟悉C/C++和Python，优秀的编码与代码控制能力, 扎实的数据结构和算法功底；
5. 熟悉CUDA编程、CUDNN，或TensorRT优先，有图像算法性能优化经验者优先；
6. 研究能力强，如在CVPR/ICCV/ECCV/NIPS/ICML/SIGGRAPH等会议上发表过论文优先考","工作职责
1. 负责2D/3D物体检测与跟踪、物体6D姿态估计、3D人体姿态估计、3D手势姿态估计，人体运动捕捉等技术研发。
2. 负责移动端3D手势姿态估计，3D人体姿态估计等技术落地，模型性能优化
3. 熟悉IK, unity驱动技术，有相应的项目经验
4. 与产品开发团队协作实现公司核心算法平台的技术迭代与优化，完成产品开发周期的升级迭代","February 19,2021"
